    0.00000  808.36962    0.00000    0
  479.99999  814.71118  120.00000    0
 1080.00000  826.03000  100.00000    0
 1279.99997  830.10600  120.00000    0
 1860.00000  843.88200  120.00000    0
 2959.99993  870.78300  120.00000    0
 3819.99991  892.63200  120.00000    0
 4740.00000  919.09400  120.00000    0
 5120.00000  928.17300  120.00000    0
 6179.99985  959.84100  120.00000    0
 7039.99983  989.15900  120.00000    0
 7440.00000 1007.02505  120.00000    0
 7760.00000 1020.41521  120.00000    0
 8043.34581 1033.35862    0.00000    0
